"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta_phi[11]",0.657749018984123,0.249623580276988,0.186885871876924,0.498450817190025,0.653046080629268,0.804550023774309,1.17549690553346,1.10334537345125,33,0,0.99628125
"beta_phi[12]",17.4917383182179,17.1224510762728,1.3849990969706,2.96863211681924,11.8378127821582,27.1377954627477,59.6085962017037,1.02761729519807,121,0,1
"beta_phi[13]",16.2208958336187,18.513390346991,0.819147734258718,1.48166300726595,4.79499223783487,29.9526169326338,60.4461187113262,1.07223674409451,43,0,1
"beta_phi[14]",-0.164875045120062,0.206734985225595,-0.517770546248809,-0.31276958961881,-0.184358764379414,-0.0321340773948441,0.282132412463439,1.05256381370986,61,1,0.7916875
"beta_phi[15]",27.0371079175969,18.6228025282849,4.09464786495274,12.3290094892617,22.9604421832718,37.7709796385931,72.2269717849219,1.00688105060309,379,0,1
"beta_phi[16]",27.6284182204348,19.7993969437215,2.59406668587155,11.4386553620878,23.3718065822306,40.0774734024371,73.8440706902787,1.02364525538622,180,0,1
"beta_phi[17]",-0.697544969215119,0.14437705493794,-0.975845000374762,-0.794663983453742,-0.698114387150418,-0.60099586424806,-0.414097541146349,1.03623913969894,79,0,0.9999375
"beta_phi[18]",26.6838453683675,22.6799122919062,1.26614611128352,6.98949213679203,20.946526384279,41.887215589094,78.5806185298156,1.05060851823939,69,0,1
"beta_phi[19]",0.784576116498994,0.378159237826272,0.195730718612917,0.51534794040236,0.735122065163965,1.00340899969749,1.63157363662518,1.10456631713107,30,0,0.99803125
"beta_phi[20]",27.2558270227942,18.5407489033947,3.83959470625158,12.5837431731625,23.3543356755524,37.8984152587293,72.1311146546024,1.00143204890867,1699,0,1
"beta_phi[21]",12.5063264765359,20.120869457904,0.288628629030982,0.73717025440241,1.25198078258039,19.5683661203428,70.6865100957584,1.44240967422766,11,0,0.999
"beta_phi[22]",10.8771859167256,15.3548926879598,-0.132720598066754,0.326663003682772,1.34483922689083,18.9088494427153,51.0155064546404,1.69539803746968,8,1,0.930875
"beta_phi[23]",1.01937756679115,2.90533558472256,-0.609708368572542,0.175772959513677,0.533443023476931,0.893296251330018,10.2930898665205,1.29034229470925,78,1,0.8516875
"beta_phi[24]",17.5932144644086,17.0418722017887,-0.32536865778941,1.68367511813198,13.059554395972,28.5998769370168,57.5733698078755,1.26216808632306,15,1,0.9545625
"beta_phi[25]",19.7091289034284,19.4844881795935,-0.321104448345832,2.25470935099097,14.7957302698027,31.4170857441782,66.8853410032952,1.09333287031651,32,1,0.9154375
"beta_phi[26]",22.1971295607477,19.7968757645058,-0.00971030163520213,5.43121428567203,17.7972897096187,33.9395221685786,69.8891985650732,1.00755971663072,335,1,0.9745625
"beta_phi[27]",20.4685604257739,19.5648401884813,-0.150718932849694,2.86486677757406,15.6557438833864,32.0893316059903,68.0682975580057,1.01486355814935,173,1,0.96365625
"beta_phi[28]",11.5834874068903,18.8090970355455,-1.11923977645588,-0.673586425295085,-0.123947159942988,20.4071058522585,61.3887058870337,1.33317577236482,13,1,0.4765
"beta_phi[29]",13.0267593429706,17.7526853788279,-0.829866466829204,-0.214678876846932,4.39836733885035,21.7860548532279,60.330951588668,1.28215235417517,14,1,0.66321875
"beta_phi[30]",0.259541024022034,1.68115602549048,-0.497405950481747,-0.129165584859495,0.0797600046652625,0.304791766272717,1.02018427292064,1.18435007488515,420,1,0.59978125
"beta_phi[31]",23.3198454157776,18.73506765519,0.850271642224581,7.74255424033932,19.6123123995713,34.7568716970881,67.4369669688096,1.01296586634845,217,0,0.99671875
"beta_phi[32]",23.3218511535886,17.3970595716807,0.910311409904404,9.51322893579416,20.2208519700566,33.629532857905,64.0090076736836,1.01304665861157,862,0,0.9991875
"beta_phi[33]",9.9401341723385,18.4045063759604,-2.73488803444997,-1.66889484792837,-0.481858742926483,17.2880236383635,59.6656436906772,1.10934801925912,41,1,0.4546875
"mu_p",-0.351150697887197,0.177996190642538,-0.70503958299082,-0.466036106714619,-0.34953144689768,-0.23324933848466,-0.00484547608445743,1.00563106584744,470,0,0.97678125
"beta_age",-2.24509432943946,0.254796538360615,-2.76783948234841,-2.41212188577852,-2.23932187639377,-2.07119495757485,-1.76269143227443,1.012247170609,209,0,1
"sigma_p",0.886168717484245,0.148732691491956,0.643071983871384,0.781258448306992,0.869874502705503,0.974046560080227,1.22490942058864,1.0135162760874,193,0,1
"alpha_p[1]",0.60028045510505,0.440832860470025,-0.245119435743767,0.300727701556823,0.591163754795544,0.892192801173416,1.48388658857743,1.00054360598629,4591,1,0.9169375
"alpha_p[2]",0.210413225575149,0.294939026013314,-0.365505335274005,0.0123640189848369,0.206551184703815,0.406129153269176,0.796398183825492,1.00208629664976,1192,1,0.76346875
"alpha_p[3]",0.603588327634717,0.30432484586869,0.00878664428728217,0.400268961236615,0.600533309035021,0.807045289511741,1.20176964470033,1.00599899048809,447,0,0.97675
"alpha_p[4]",0.836968214007635,0.309826346531094,0.252985605432742,0.623568272360347,0.826657504849489,1.04096018672713,1.46579881781692,1.00494386377685,547,0,0.99809375
"alpha_p[5]",1.49289784319837,0.301577880115179,0.915407982978472,1.28860240043705,1.48735764980607,1.69096280136307,2.10110682547554,1.01196061158154,215,0,1
"alpha_p[6]",0.578233215743487,0.266584370793216,0.0545754487815326,0.400525632544856,0.577348837988124,0.756971519872737,1.09493329550265,1.02085922977137,129,0,0.9845
"alpha_p[7]",0.625166916820834,0.255883012640383,0.133051162832747,0.453544774807111,0.622918100690653,0.793248655781716,1.13248406734891,1.01722315283577,152,0,0.99384375
"alpha_p[8]",0.427703256036876,0.276609136539927,-0.122711963800823,0.244417114122694,0.431964470167743,0.613179348368031,0.963110363316762,1.04823061081252,60,1,0.9374375
"alpha_p[9]",-1.7781440019531,0.343038236758214,-2.4668228092545,-2.00968163869236,-1.76817400574906,-1.53937767860747,-1.13199530860648,1.14649743653556,22,0,1
"alpha_p[10]",0.369625735026531,0.253422937043445,-0.120270772428808,0.199067444682207,0.366929173234241,0.538742411574506,0.873881858170918,1.01698426522359,155,1,0.930125
"alpha_p[11]",-0.659877946838144,0.245834090671059,-1.14275586461632,-0.823717264357053,-0.659142338693608,-0.497194064383384,-0.176169118796662,1.0165207100988,160,0,0.995375
"alpha_p[12]",-0.115523288919611,0.236185370240058,-0.567051151782218,-0.273464009431919,-0.118656004000197,0.0385460087035176,0.359880667699661,1.02432597103485,116,1,0.69509375
"alpha_p[13]",-0.232076136668425,0.271751716016589,-0.733355400990586,-0.420168518199093,-0.241714468073449,-0.0527822952054584,0.326290053187684,1.05623068993917,51,1,0.8035625
"alpha_p[14]",0.780857461146719,0.245575697851075,0.299089298350495,0.616861674724451,0.779710612811856,0.945655806139177,1.26778296863504,1.01640126435365,159,0,0.9995
"alpha_p[15]",0.149437028920884,0.219246316487443,-0.272102460607402,0.00231108870976456,0.147395143465986,0.292878103715507,0.583468458867548,1.00708218677998,360,1,0.75378125
"alpha_p[16]",-0.162657943661837,0.216167489421518,-0.585758241089328,-0.304686530667231,-0.163494667780783,-0.0205559071779341,0.265669756532504,1.00343999827788,760,1,0.779625
"alpha_p[17]",0.025440273222809,0.263383956154606,-0.489656573660311,-0.150846741182303,0.0249916644914245,0.200691922609242,0.542656095613593,1.01368566735406,199,1,0.536625
"alpha_p[18]",-0.222963190496285,0.264267937583875,-0.725751307005301,-0.402150615502017,-0.228577159967581,-0.0484782531033406,0.311585247795813,1.00419986513093,740,1,0.80296875
"alpha_p[19]",0.294438011959915,0.274034879969571,-0.239248043854578,0.109520403900467,0.292517701700372,0.476082756610446,0.844193508129901,1.03488003111652,79,1,0.86159375
"alpha_p[20]",0.291648052730008,0.255608613921921,-0.209217653660161,0.120995973223837,0.291067661286697,0.462707626424406,0.796011622857659,1.02895292547135,95,1,0.8740625
"alpha_p[21]",-1.4398664328971,0.346198848250774,-2.11329822095311,-1.68068901676563,-1.43851652886692,-1.19417505736708,-0.778380127082824,1.18033853554284,19,0,1
"alpha_p[22]",-0.461718495272917,0.340761714395221,-1.13272024736809,-0.695182164750306,-0.455196462187686,-0.224576548126381,0.185592791300569,1.34690059884025,12,1,0.9149375
"alpha_p[23]",-1.01736040441239,0.31218125396724,-1.64736234098968,-1.22225266735012,-1.01356908201482,-0.806478899028285,-0.416809757839081,1.03292419573013,94,0,0.9995625
"alpha_p[24]",-0.0111510018771153,0.905053586275525,-1.79589310946508,-0.597510473961752,-0.0172908756731462,0.575588729566995,1.78283637157184,1.00047747818385,10935,1,0.50740625
"alpha_p[25]",0.00785133010945367,0.902337256156198,-1.77679094335855,-0.580563156719316,0.00458440774818915,0.5974785001053,1.78842519530576,1.00018251906562,30319,1,0.5019375
"alpha_p[26]",-0.00254386068934829,0.907894805045621,-1.79905045188391,-0.60022141094513,-0.00466800624135033,0.594086206209402,1.80086344923638,1.00049384868813,8078,1,0.50209375
"alpha_p[27]",-0.490824022703202,0.435020289567761,-1.28292709765665,-0.811917229289912,-0.509460944200469,-0.180406534902956,0.359371761375572,1.54348238064826,9,1,0.85603125
"alpha_p[28]",0.0110467079862895,0.892837621037761,-1.74356551942698,-0.576059358954722,0.011614617328101,0.592431135565365,1.76443819988242,1.00056796472723,19154,1,0.50553125
"alpha_p[29]",0.285018360770326,0.352666099023446,-0.411428267467574,0.0489571378032904,0.282453768855101,0.521680041954402,0.981357638392222,1.00283285296037,1046,1,0.79284375
"alpha_p[30]",-1.35056045852205,0.410172932118752,-2.19628601192524,-1.61659000116419,-1.33452086167203,-1.06977091096558,-0.580004561349942,1.00066310446406,6058,0,0.9998125
"alpha_p[31]",1.27445831943053,0.386491333911525,0.555379668379441,1.01022769915747,1.26373357909092,1.52129084134328,2.07126959631935,1.03119681007243,89,0,0.99990625
"alpha_p[32]",0.169352267411785,0.337557943989531,-0.420900082874772,-0.0505276389517633,0.14704110456222,0.355032275618448,0.914599397000035,1.03793495635482,94,1,0.692625
"alpha_p[33]",-0.82969596312381,1.11735183599143,-2.49537364089985,-1.77991805688553,-0.965812071617702,0.0337815509148274,1.40827338326752,1.02542976361397,104,1,0.7408125
"deviance",6354.20260279644,54.8153808140655,6248.46621627593,6317.29715884074,6353.54531866492,6390.36319986145,6463.48940345827,1.00672327258714,827,0,1
